load,collision_rate,delivery_ratio,latency_norm,queue_occupancy,cw_min_norm,mult_norm,action_cw_min,action_cw_max,action_aifs,action_txop,reward,next_load,next_collision_rate,next_delivery_ratio,next_latency_norm,next_queue_occupancy,next_cw_min_norm,next_mult_norm,done
0.000000,0.000000,1.000000,0.000000,0.000000,-0.000992,0.500000,0.110119,0.006689,-0.600000,-0.960784,0.200000,0.000000,0.000000,1.000000,0.000000,0.000000,-0.000992,0.500000,0
0.000000,0.000000,1.000000,0.000000,0.000000,-0.000992,0.500000,0.046627,0.108221,1.000000,0.941176,0.200000,0.000000,0.000000,1.000000,0.000000,0.000000,-0.000992,0.500000,0
0.000000,0.000000,1.000000,0.000000,0.000000,-0.000992,0.500000,0.237103,0.897269,-0.600000,0.058824,0.200000,0.000000,0.000000,1.000000,0.000000,0.000000,-0.000992,0.500000,0
0.000000,0.000000,1.000000,0.000000,0.000000,-0.000992,0.500000,-0.000992,0.747275,-1.000000,0.450980,0.200000,0.000000,0.000000,1.000000,0.000000,0.000000,-0.000992,0.500000,0
0.000000,0.000000,1.000000,0.000000,0.000000,-0.000992,0.500000,0.046627,0.173777,-0.600000,-0.117647,0.200000,0.000000,0.000000,1.000000,0.000000,0.000000,-0.000992,0.500000,0
0.000000,0.000000,1.000000,0.000000,0.000000,-0.000992,0.500000,-0.000992,0.721506,1.000000,0.607843,0.200000,0.000000,0.000000,1.000000,0.000000,0.000000,-0.000992,0.500000,0
0.000000,0.000000,1.000000,0.000000,0.000000,-0.000992,0.500000,-0.000992,0.550050,0.200000,0.843137,0.200000,0.000000,0.000000,1.000000,0.000000,0.000000,-0.000992,0.500000,0
0.000000,0.000000,1.000000,0.000000,0.000000,-0.000992,0.500000,0.491071,0.865497,-0.200000,0.882353,0.200000,0.000000,0.000000,1.000000,0.000000,0.000000,-0.000992,0.500000,0
0.000000,0.000000,1.000000,0.000000,0.000000,-0.000992,0.500000,0.014881,0.833837,0.200000,-0.333333,0.200000,0.000000,0.000000,1.000000,0.000000,0.000000,-0.000992,0.500000,0
0.000000,0.000000,1.000000,0.000000,0.000000,-0.000992,0.500000,0.110119,0.167224,-0.200000,-0.627451,0.200000,0.000000,0.000000,1.000000,0.000000,0.000000,-0.000992,0.500000,0
0.000000,0.000000,1.000000,0.000000,0.000000,-0.000992,0.500000,0.110119,0.307692,-0.600000,-0.843137,0.200000,0.000000,0.000000,1.000000,0.000000,0.000000,-0.000992,0.500000,0
0.000000,0.000000,1.000000,0.000000,0.000000,-0.000992,0.500000,0.237103,0.261378,-0.600000,0.431373,0.200000,0.000000,0.000000,1.000000,0.000000,0.000000,-0.000992,0.500000,0
0.000000,0.000000,1.000000,0.000000,0.000000,-0.000992,0.500000,0.237103,0.113134,0.600000,-0.745098,0.200000,0.000000,0.000000,1.000000,0.000000,0.000000,-0.000992,0.500000,0
0.000000,0.000000,1.000000,0.000000,0.000000,0.491071,0.500000,0.237103,0.000000,-0.200000,0.117647,0.200000,0.000000,0.000000,1.000000,0.000000,0.000000,0.237103,0.500000,0
0.000000,0.000000,1.000000,0.000000,0.000000,-0.000992,0.500000,0.046627,0.117586,0.200000,0.784314,0.200000,0.000000,0.000000,1.000000,0.000000,0.000000,-0.000992,0.500000,0
0.000000,0.000000,1.000000,0.000000,0.000000,-0.000992,0.500000,-0.000992,0.545094,-0.600000,0.568627,0.200000,0.000000,0.000000,1.000000,0.000000,0.000000,-0.000992,0.500000,0
0.000000,0.000000,1.000000,0.000000,0.000000,-0.000992,0.500000,0.014881,0.037261,1.000000,0.823529,0.200000,0.000000,0.000000,1.000000,0.000000,0.000000,-0.000992,0.500000,0
0.000000,0.000000,1.000000,0.000000,0.000000,-0.000992,0.500000,0.237103,0.712614,0.200000,0.039216,0.200000,0.000000,0.000000,1.000000,0.000000,0.000000,-0.000992,0.500000,0
0.000000,0.000000,1.000000,0.000000,0.000000,-0.000992,0.500000,0.491071,0.000000,-0.200000,-0.490196,0.200000,0.000000,0.000000,1.000000,0.000000,0.000000,-0.000992,0.500000,0
0.000000,0.000000,1.000000,0.000000,0.000000,-0.000992,0.500000,0.046627,0.031217,-0.200000,0.882353,0.200000,0.000000,0.000000,1.000000,0.000000,0.000000,-0.000992,0.500000,0
0.000000,0.000000,1.000000,0.000000,0.000000,-0.000992,0.500000,0.237103,0.659298,1.000000,0.803922,0.200000,0.000000,0.000000,1.000000,0.000000,0.000000,-0.000992,0.500000,0
0.000000,0.000000,1.000000,0.000000,0.000000,-0.000992,0.500000,0.046627,0.180021,-0.200000,0.000000,0.200000,0.000000,0.000000,1.000000,0.000000,0.000000,-0.000992,0.500000,0
0.000000,0.000000,1.000000,0.000000,0.000000,-0.000992,0.500000,-0.000992,0.711596,-0.200000,-0.039216,0.200000,0.000000,0.000000,1.000000,0.000000,0.000000,-0.000992,0.500000,0
0.000000,0.000000,1.000000,0.000000,0.000000,-0.000992,0.500000,0.110119,0.937570,0.600000,0.882353,0.200000,0.000000,0.000000,1.000000,0.000000,0.000000,-0.000992,0.500000,0
0.000000,0.000000,1.000000,0.000000,0.000000,-0.000992,0.500000,0.237103,0.330299,-0.600000,-0.745098,0.200000,0.000000,0.000000,1.000000,0.000000,0.000000,-0.000992,0.500000,0
0.000000,0.000000,1.000000,0.000000,0.000000,-0.000992,0.500000,0.491071,0.093567,0.200000,0.392157,0.200000,0.000000,0.000000,1.000000,0.000000,0.000000,-0.000992,0.500000,0
0.000000,0.000000,1.000000,0.000000,0.000000,-0.000992,0.500000,0.046627,0.611863,-1.000000,0.705882,0.200000,0.000000,0.000000,1.000000,0.000000,0.000000,-0.000992,0.500000,0
